[v3-judge] start  Tue Apr 28 09:45:25 PM EDT 2026
  15400/17588  (50.9/s)  [Cost] 30826 calls | 25,535,785 in + 61,639 out tokens | $3.8674
  15600/17588  (51.0/s)  [Cost] 31225 calls | 25,865,943 in + 62,437 out tokens | $3.9174
  15800/17588  (51.0/s)  [Cost] 31624 calls | 26,196,428 in + 63,235 out tokens | $3.9674
  16000/17588  (50.9/s)  [Cost] 32027 calls | 26,531,060 in + 64,041 out tokens | $4.0181
  16200/17588  (51.0/s)  [Cost] 32425 calls | 26,862,783 in + 64,836 out tokens | $4.0683
  16400/17588  (51.0/s)  [Cost] 32822 calls | 27,191,260 in + 65,630 out tokens | $4.1181
  16600/17588  (51.0/s)  [Cost] 33224 calls | 27,523,704 in + 66,434 out tokens | $4.1684
  16800/17588  (51.0/s)  [Cost] 33628 calls | 27,854,894 in + 67,242 out tokens | $4.2186
  17000/17588  (51.0/s)  [Cost] 34024 calls | 28,181,683 in + 68,034 out tokens | $4.2681
  17200/17588  (51.1/s)  [Cost] 34419 calls | 28,507,365 in + 68,823 out tokens | $4.3174
  17400/17588  (51.0/s)  [Cost] 34823 calls | 28,838,990 in + 69,631 out tokens | $4.3676
  17588/17588  (51.0/s)  [Cost] 35176 calls | 29,133,706 in + 70,337 out tokens | $4.4123
[saved] data/generated/final_v3/judged/sports_summarization_strong.jsonl  [Cost] 35176 calls | 29,133,706 in + 70,337 out tokens | $4.4123
[v3-judge] SKIP finance_summarization_strong — raw missing
[v3-judge] DONE  Tue Apr 28 10:03:03 PM EDT 2026
